SampleID,ENSG00001000005,ENSG00001000006,ENSG00001000007,ENSG00001000008,ENSG00001000009,ENSG00001000010,ENSG00001000011,ENSG00001000012,ENSG00001000013,ENSG00001000014,ENSG00001000015,ENSG00001000016,ENSG00001000017,ENSG00001000018,ENSG00001000019,ENSG00001000020,ENSG00001000021,ENSG00001000022,ENSG00001000023,ENSG00001000024,ENSG00001000025,ENSG00001000026,ENSG00001000027,ENSG00001000028,ENSG00001000029,ENSG00001000030,ENSG00001000031,ENSG00001000032,ENSG00001000033,ENSG00001000034,ENSG00001000035,ENSG00001000036,ENSG00001000037,ENSG00001000038,ENSG00001000039,ENSG00001000040,ENSG00001000041,ENSG00001000042,ENSG00001000043,ENSG00001000044,ENSG00001000045,ENSG00001000046,ENSG00001000047,ENSG00001000048,ENSG00001000049,ENSG00001000050,ENSG00001000051,ENSG00001000052,ENSG00001000053,ENSG00001000054,ENSG00001000055,ENSG00001000056,ENSG00001000057,ENSG00001000058,ENSG00001000059,ENSG00001000060,ENSG00001000061,ENSG00001000062,ENSG00001000063,ENSG00001000064,ENSG00001000065,ENSG00001000066,ENSG00001000067,ENSG00001000068,ENSG00001000069,ENSG00001000070,ENSG00001000071,ENSG00001000072,ENSG00001000073,ENSG00001000074,ENSG00001000075,ENSG00001000076,ENSG00001000077,ENSG00001000078
B_001,152.95297011258089,163.36460556132738,88.07996367346158,215.06325137187287,124.63573550737544,780.7147249121125,27.003596380577306,395.6600630245167,22.8173531056712,14.74069630647701,123.12408520513097,179.4165267082271,183.06171005151475,86.70109040745733,86.82555960240805,77.42004212047233,288.1232916897866,995.9103286230157,156.57103613658538,256.8755176307871,46.39426765449244,70.6916063930998,226.16635238157608,75.93119760488383,43.91604197454331,79.10797931534326,14.361494501783339,89.04935536803187,64.9954057708372,66.66915821178463,35.21619705402445,141.36826695011743,64.52681743151962,113.88007280602639,336.09358957797554,446.9942085981299,232.45407122822516,112.63852746740721,377.9616062317167,152.13403593511663,86.41746231704208,151.59335405538195,93.58500825192242,184.65009738265638,186.39853055946685,60.893094336644175,125.7799653104525,37.30463599383915,52.4468348124925,309.2756524984542,56.32833775198084,76.57770544115412,491.43470170106116,52.0425171628478,18.16652278043492,266.00094030134386,219.47030171198602,377.1871299758785,114.97097871529901,238.72018479423454,933.2267222355651,440.40489359260914,91.03193434111901,233.52891759432597,183.2539120577871,146.86281679738775,134.11059658506787,103.31767809533008,141.7788790816932,295.019396492945,52.81564605139002,119.73555160220215,799.501060829086,144.0133781254526
B_002,579.4338568935145,476.7678956137542,63.32879645911922,71.4967429425683,84.51938228737681,460.10139533707724,41.86088277548379,354.93071736991317,25.67910849979194,18.432211163419108,124.0209213432211,105.1433956449818,286.39335989688885,229.01235483987602,287.96811056127643,126.21889278559226,266.1051409979646,887.1679355029509,167.47280904745165,68.59837259707695,17.811642865421913,29.741926439834195,238.98604460061287,29.381569802052013,30.935251912597455,30.873232608996762,8.769194655043638,54.69854373956528,52.55020183220673,137.186714701806,28.67663529024157,180.33330326181147,40.45948932115622,110.25206692769251,262.12062630977397,215.43069301219384,117.04174674252444,209.7714098761868,365.91907428134925,162.70900525703013,302.4405336347248,204.42127511127123,75.07773903409394,107.24651271505647,250.16329459865614,85.08579630630278,94.53797398768995,17.503009822793732,31.119783717846843,305.07583175908513,33.04036755304827,26.127068726500678,1069.7240581209796,35.126853486443395,15.619478328288757,217.6616443899527,325.42663885457466,606.0303706794051,79.89940912012007,397.8615801917634,1102.373179460432,239.53683690741025,40.7609769000201,236.74985703279373,290.3321637339703,80.62743426694307,17.07961596394762,159.66605208651234,138.34138399659898,392.37519835278397,63.83705009907476,340.6752127552797,891.8185226017681,53.42563257609981
B_003,50.205954194257664,88.53787468753414,85.95309345053514,229.99401707164654,195.1819860275201,392.2853946044154,42.84722793272555,595.7436212685996,75.4968740543816,14.955653959385941,56.95206771193339,144.8994324576189,104.44888915780066,83.34306103482898,82.9496832610816,24.068982955353228,365.9693930562882,407.6160499740446,271.17623658377227,137.2890147395159,32.77078179904171,47.521556455604376,162.89165485001587,226.51363964057947,150.21870182084612,266.9921492709775,77.89710024420839,127.16443491621595,50.477167564448415,66.18506867830715,164.41283760646394,112.33570665280396,107.98991208607045,142.96844007851763,346.1490876937663,358.71997911373074,290.1438366411836,199.7066326655739,310.65093386153137,146.7291044325782,45.48459917963957,157.19390057543305,55.05013151575114,156.62303850117667,172.9087072523,84.59545511555486,244.1487130264204,24.86755608679853,57.44532010224869,162.1497542007769,67.83643632082207,54.20761136491188,519.8202993149399,92.20851238766143,13.94156463693186,490.7841934003167,242.8197011785533,247.62816652308723,124.76928211042943,244.14475372852465,1122.861785176802,279.4426156374662,63.8503530056672,125.6738966660529,130.70124696592984,62.079545408279586,111.42045697690132,104.49825795778769,250.08334476468175,808.1691842786747,79.18779856464515,122.39812857571994,221.90226763598463,92.1772330183752
B_004,110.91197016383904,32.16013810174629,130.43859203217343,80.1788842346183,91.36830965203046,574.0221756825683,33.042570370181664,357.1618923086758,47.56714948035109,10.986166552926232,109.15645580364749,101.08154162049381,68.4943321286799,73.16132677191304,102.4006486561411,12.087347963539345,160.2623259017475,662.7668507290093,293.1133145389845,96.37557549079685,44.24988815310287,59.72418195733119,163.0449349032145,75.71675950024982,148.52929638445653,88.40337222834687,83.3986338810363,233.36574460777996,84.05040864159784,60.62463118481438,85.49193723707567,86.6912305985248,49.493680278050626,108.9507058055456,334.6750220864103,310.2093878158179,251.91199304014492,182.82676714131316,609.3027846278284,230.9492559452934,74.99402127178975,88.99098590921936,29.569714758004842,137.5053261751481,105.9582140421697,57.54472895641731,53.025307587884434,24.775859531620398,43.95422264678928,374.7202987875907,72.5139850622523,49.665597036486204,569.6961751993836,44.54914001943475,10.162244807492446,408.16160868374493,367.0016277326771,165.79952095339235,169.50296829927967,116.48193178368012,717.0056532425228,250.24088988235494,26.936997445169844,284.5339770195585,104.9965286312301,66.23120901662627,131.39157569222587,120.50358215346583,130.06640340423067,262.40154661667015,132.3632519274186,135.73455207641214,209.2516233982219,136.10877476591202
B_005,101.8879858310887,90.54997918289072,61.123086100642844,97.63875917519631,102.91686303911821,452.2004191244938,19.71080785712188,298.2522642073918,53.740953644904764,11.80941962475677,119.1076851199315,67.01785507033632,135.29043644831876,55.2728640581744,219.156109561059,24.0423062011573,128.34597832005088,910.2853405797813,149.55125738788976,178.63614511947307,38.5340036885022,69.79795626974867,122.16027081541405,523.0856751194762,245.75374515395865,224.03364041338992,72.81833731477738,489.6730400984717,63.82125575711889,197.43790943138205,207.82826896888125,427.77026415763834,199.86160836620746,419.6484674019691,155.90908251230337,707.4237928650518,234.394276482813,153.3335348802851,269.18806626221266,171.37491203899324,64.46356228303351,155.64213321131683,58.75474246956128,161.9569894486511,200.85812237886043,120.97272353853344,323.3053280654689,13.731163432188076,36.98436810390286,294.44201345991416,37.178335078825846,68.95385848376212,540.1959502779802,62.03561124771539,8.781595897227586,353.729730175522,224.9074404515277,155.930134033209,129.7288494980293,192.76297490783105,1121.3611102830514,293.4189186890939,41.74330133414205,203.92214294132145,254.5916735362952,88.90598297218173,264.65877289662865,137.069875836588,162.30723069952663,329.64816182569433,122.98356635396925,121.90836717036899,393.23069014924016,70.71711824099401
B_006,426.5198691839444,514.5266504645517,86.46051796874727,266.8775535417479,116.39457702939004,830.4502070644849,15.925415535239054,427.04945351519007,64.29110596442993,51.73469234273317,424.23373065711877,672.6446462346923,443.6866357464858,88.11187280380112,110.64419933921725,69.35953299613324,176.28478147821315,786.2893048329844,190.12456459495522,186.47942587681374,30.102649525915176,95.55420161156407,112.1810908447166,82.33932005790658,82.03053340514776,143.67296925083414,25.439207799353053,70.97744055830886,30.728217296667165,196.2805689957165,181.14366751251566,166.27745891629246,94.18410586417737,105.67932463068665,275.2334951681213,218.45995037919045,326.5372686641854,197.65216653887376,860.4736825588617,141.10954517319234,159.76475416861044,159.21776278192215,52.32832870932142,110.89976899009149,304.05984109158504,61.60405629736263,142.28899803775127,24.859971729200065,27.628986620494658,168.61147047956763,55.741047110767205,58.003413104619845,821.7734270506171,103.0227603385072,13.556935020543499,468.84447884310947,296.4493518765028,325.80354994155164,84.05141212512468,274.4854705168762,359.4568709595513,338.77129541447096,53.273773850130816,209.87033464335104,211.1381559876288,73.80951375262556,59.009214574441735,85.1774131190271,96.08170966535762,470.15147081994905,53.5773100570692,107.6683515726204,1225.0053531531414,93.37117427997373
B_007,274.88504687083304,296.7288576757516,127.48741031510505,213.15435983481927,102.08537613999924,1407.0601887138466,23.77298548495083,530.5323190011642,48.30379859074895,15.195622968974337,196.58231963612562,243.06323468796833,319.9863382994222,180.59479018589022,166.86471773894957,51.414394655545706,323.979751746931,1235.4209970869945,117.48114986539377,129.75695800633517,43.45944035018901,33.70413572452205,214.48462589448994,61.54945389439668,104.1550056802729,54.56832384000601,26.398067278053613,84.14339562562733,54.93826880825868,84.11376384882944,141.96616596376032,483.9419228502787,213.99255088460313,225.072049657049,316.59365237279184,376.9730339995694,450.2651588221128,333.5680927074045,565.0254191295018,102.42764158494455,117.82294679440287,229.8489816473237,51.211385913858045,119.70488298856057,110.1287336542827,79.61932835614691,152.1861177228237,28.207255564435375,42.633116790929414,236.52106905647818,29.08774527505179,17.0287032123069,489.4357843325531,43.52378059700343,7.533518830867715,258.2110256456881,385.52632721501817,295.6847106194149,70.20137343814505,415.27338378311896,2014.6178707647157,305.8445827625906,70.39977676655498,201.21718144652505,263.2520247581475,85.59508752199314,96.54443288774652,103.48642859042835,114.79097169823969,182.4406888945112,112.18046536380082,127.03819720202182,515.5797228669784,119.30838283710463
B_008,168.86093859432827,73.79224321704557,122.3333712748932,152.91178962556364,101.2928594981899,471.8830192847839,17.972702145813912,575.2836206495309,77.96495014834927,19.040958702352032,56.39309492228467,144.41411290977445,97.17311630818995,127.42764227582825,333.55812922169895,17.29933775816101,412.9226316732392,1524.5254942312017,185.25665769724176,153.5055685509903,67.82133842981048,39.71525517922229,105.23901701442634,241.23132955564006,375.1853588764458,501.28595399482293,90.8377588578684,191.23065510006333,35.933640970507795,102.6249088759248,127.06522997888601,238.6263070820937,264.0734193700798,251.63897751233085,109.97491614779271,546.0863743791078,453.79951895294784,109.93124487852396,517.732577148196,166.54392572565516,90.90699916024872,258.3355991313629,33.7708557345479,129.75802821692585,196.47688911552643,117.84034596831312,114.65907952533985,19.06902837211795,32.91027035645845,167.22317827663232,60.358759524467104,78.97954029863789,973.136358973125,45.313258693697236,9.038737622499234,324.45309004773236,182.9236132120515,174.38118202324185,111.60068828505032,222.07924246429644,980.11151731579,332.91277016288643,33.359210436504426,163.23605056167096,277.13580096833067,36.40543881926753,246.60227647004822,146.4074084069494,133.4844858243695,259.0996632604695,132.229036718236,80.57669975137092,543.2022812752426,94.30763558688989
B_009,1859.2632517263414,1213.9955126760265,114.49170609176346,170.7237534871394,225.89465588218113,518.5273376906144,66.7652728327854,400.7418729874575,24.920375851152464,13.53747868946811,2395.4304112024465,1809.1054905271915,1659.8849585127844,179.44724707822803,65.15087726337573,217.6276384617668,95.77432048612442,975.6046366754366,293.1820142492649,115.59484636521579,65.27379643872096,105.72015288848407,161.63330906898767,253.42971275970694,383.36644670970276,402.25217765429574,85.37198570027483,367.80235690458625,59.54197328955032,39.10525160994458,93.5563570432998,69.7628845560321,52.88014241895824,73.14378291124632,218.80484901317521,370.94913957499216,458.79658469011906,125.1194670328552,434.40652768995875,124.43635018243113,431.1611525480032,169.75556937615843,100.32475895055651,128.67571778896055,186.62541394212042,112.9062674953611,70.65549778987595,23.300700242358143,52.44779644509298,171.31500136041402,36.64322011259099,61.464780963194656,699.4208568776999,49.10146295216362,15.531607819119483,274.37268161434025,441.6751972030674,256.9051175826016,151.67730142528308,420.5222616522006,1229.9381211933444,577.5245694512014,55.403773072551324,193.39530642327955,194.44731868536857,33.6586995422881,254.0511272669691,93.81867385367815,206.5947194647595,137.53694136217916,69.96733568286463,159.03203204035879,6109.443734942809,46.66259423080005
B_010,427.1215017771449,197.24447488439316,117.9673560028181,160.75016866683143,74.50646274828078,632.6259965469737,18.112060497829653,531.8157511032798,74.18762388524777,5.226842513080163,204.02254788851937,265.975854429997,232.1966012274039,168.95146854673087,74.98167941183496,83.05014536428061,143.50840152972867,448.0611472613921,106.9965908366735,216.28132191475083,29.80593353728016,154.94214619591867,105.10500628099611,251.68002872546072,173.51774798861112,174.92247260254678,39.03861834451843,107.8702010556647,79.63229974344469,156.21172826490167,187.4096685357137,913.2919676634533,193.86576564656605,483.08535612172705,178.36839252961138,343.19123751371416,385.21928836110874,171.90146385226552,187.08809492042155,177.36419485202947,117.67527891317121,143.45499370118029,115.45721950518904,130.03940825307157,177.35366796784686,78.34849181470645,281.0516828345944,29.947434069519293,23.156144485396794,355.5012189796463,65.1714064832709,54.820638157537985,1558.0417702232987,65.7366342828496,12.716201861121204,302.87681582232574,169.77951925837303,176.33313780502843,71.64632120794323,444.7065890040429,1522.5054749612525,432.46605568804415,34.65714497233243,261.9873045353109,242.22080825492677,118.7082425236039,175.02497365945064,77.49904527797553,160.2684988801805,208.57036716741362,124.77873073594232,75.53445702983058,800.7912743132536,80.73141165335693
