symbol,entrez_id
RP11-779O18.1,
BTN3A3,10384
CTD-2173L22.4,
H2AZ2,94239
OGFR-AS1,101409261
RP11-115P21.1,
NPM1P40,100289584
GUSBP12,642007
TRDD1,28525
RNU1-104P,106480184
RP11-334C17.3,
AC007969.4,
IGFBP7,3490
NUS1P1,
NUS1P1,729148
FABP5P13,
FABP5P13,
FABP5P13,106480712
AC010528.1,
CTB-3M24.1,
SLC25A20P1,
SLC25A20P1,789
AL355315.1,
CDIPT,10423
YIPF6,286451
CTD-2008P7.6,
RP11-615J4.3,
RP3-393E18.2,
CTNNBIP1,56998
AL161651.1,
ULK4P1,89838
ULK4P1,
SELENOK,58515
CTD-2128A3.3,
RP11-260G13.1,
AC119403.1,
RNU6-611P,106479836
RP11-498P14.3,
TMEM246-AS1,101928470
RP1-135L22.1,
RPL7L1P4,
RPL7L1P4,100130968
LOC101929653,
RNU1-103P,106481623
SH3BP5-AS1,100505696
ZCCHC18,644353
AL009179.1,
SRPK2,6733
LRTM1,57408
RN7SKP110,106480867
SDCBP,6386
NDUFS5P2,100286918
CCNB2,9133
BEND4,389206
TRBV5-6,28609
TRBV5-6,
ZNF616,90317
RP11-256K7.1,
PRSS37,136242
OR2L6P,81465
RP11-143K11.7,
RP11-229P13.27,
COLCA2,
TRIM60P13,
TRIM60P13,100132195
AC010376.1,
AL603650.5,
RGS8,85397
EVI2B,2124
MIR1199,102466515
COL12A1,1303
HNRNPDP1,
HNRNPDP1,8251
RPL18A,6142
RNU6-941P,107063612
TMEM97,27346
SEC13P1,
SEC13P1,100131671
RP13-539F13.2,
ST8SIA3,51046
OR8U1,219417
RP11-130L8.1,
CTC-308K20.4,
MTCYBP23,107075131
FLJ46284,441369
DNAJA1P1,100129308
RASSF6,166824
CTD-2542C24.5,
MAATS1,
EPHA1,2041
SETP2,
SETP2,326277
SEC14L1P1,729799
OR7E108P,81363
ZNF419,79744
AL365214.3,
FOXN3-AS2,29018
CTD-2008P7.8,
AL161790.1,
LOC102723824,
IMPA1,3612
MIR548W,100422923
AC104395.1,
AC005740.4,
SNRK,54861
LOC102724050,
RP11-15B24.1,
THAP12P1,
THAP12P1,728748
FBXO21,23014
RP11-110I1.11,
CTB-36O1.3,
AC007106.1,
CCND2,894
UMPS,7372
RP11-810K23.10,
RNASEH2CP1,
RNASEH2CP1,386608
RN7SL863P,106480538
LOC101929413,101929413
SNAR-C4,100170219
TBC1D32,221322
RPL18AP7,100133038
RP4-595K12.2,
H19_2,
KDM7A-DT,100134229
RP11-435I10.5,
MIR4457,100616235
RN7SL344P,106480503
GPR65,8477
RP11-435O5.7,
CRLF3,51379
MKL1,
PRSS3P3,
PRSS3P3,
PRSS3P3,136540
AC106900.6,
RP5-968P14.2,
RP11-463I20.2,
RP11-268P4.6,
AE000658.31,
RPL21P44,
RPL21P44,402176
RP11-468I15.1,
LOC100288846,
IGHV3OR16-15,
IGHV3OR16-15,28300
CTD-2521M24.5,
RNU6-549P,106479810
bP-2171C21.3,
RP5-1099E6.3,
AC006539.2,
PCDH20,64881
LOC101926933,
CHD9,80205
APBA1,320
FAM127A,
RP11-552J9.1,
RP11-243M5.3,
ZRANB2,9406
ZBTB47,92999
RPSAP4,145259
OPLAH,26873
THADA,63892
MTND1P34,100873219
RP11-499A10.3,
RP11-361A23.3,
RN7SL377P,106479360
HP09025,
NAPA,8775
RP11-456I15.2,
RNU6-382P,106479735
CTD-2161F6.3,
CALHM1,255022
RP11-673E11.2,
HPS3,84343
RP11-332J15.2,
ZSCAN26,7741
IARS2P1,642461
OR1X1P,402236
RP1-232L22__A.1,
RP13-608F4.5,
MIR1269A,100302177
TRBV15,
TRBV15,28572
AC009060.1,
RP11-680F8.1,
ORC5,5001
MIR1252,100302136
FAF2,23197
RP11-392B6.1,
RP11-68L18.1,
EML1,2009
RNU6-1189P,106480646
EFNB2,1948
SH3RF1,57630
ARK2N,147339
RNA5SP318,100873584
RN7SKP82,106480462
NCF1C,654817
NCF1C,
RP11-574K11.29,
LOC284395,
RP11-178L8.8,
RNU7-170P,106480453
RP11-641J8.1,
CRMP1,1400
FAM228B,375190
MIR6797,102465478
RP11-109M19.5,
AC007952.6,
GPM6A,2823
LINC00911,100996280
RP11-72I8.2,
LIPJ,142910
CHD3,1107
SNRPGP7,
SNRPGP7,100874408
RP11-379C10.1,
AC006480.1,
OGG1,4968
SNORD105B,100113382
RP11-552E4.4,
FLVCR2-AS1,102724153
CTC-573N18.1,
AC104389.2,
GAPDHP68,
GAPDHP68,100132601
LOC100506457,
RP11-81F13.2,
RPS2P1,140755
CTC-218B8.3,
RP11-193H5.2,
RN7SL623P,106480522
AC092057.1,
CA5B,11238
C9orf117,
RP11-382M14.1,
CHGA,1113
SNORD45A,26805
RP4-741O10.1,
HOTAIRM1_4,
HNRNPA1P10,
HNRNPA1P10,664709
RP11-244B22.6,
RP11-649E7.5,
AP001992.1,
USP44,84101
RNU6-393P,106481302
MIR4453HG,54553
AC007326.1,
RP3-425P12.5,
AP000438.4,
AF001548.6,
AL021917.1,
TAF11L3,646103
H2AC21,317772
RIN2,54453
RP11-524K14.1,
AC068587.1,
AC074051.1,
CTB-88F18.4,
ARHGEF26,26084
NME1,4830
FLJ10038,
TUBB2B,347733
KRT10-AS1,147184
MPP5,
TM7SF3,51768
PRMT2,3275
RP11-452D21.2,
RP6-74O6.6,
MYO1A,4640
AIMP2,7965
AL160231.1,
RP11-781A6.1,
GPR17,2840
SULT1C2P2,106480333
OR10B1P,401903
TEX13A,56157
RNU6-609P,106481906
RNA5SP63,100873298
DLGAP1-AS1,
DLGAP1-AS1,649446
HOXD3,3232
ZNF777,27153
RP11-526I8.2,
C10orf128,
RP11-96H17.3,
AC098650.1,
AF240627.2,
C17orf113,110806298
DHX15,1665
RPL5P22,389644
AP1S2P1,
AP1S2P1,106480305
AC025016.1,
IL4I1,259307
OR6N1,128372
FAM181A-AS1,283592
CETP,1071
RP11-109D20.1,
NPM1P26,
NPM1P26,100422313
CFAP43,80217
FRMPD2P1,
KIAA1804,
CCNYL1,151195
RN7SL250P,106479313
PPT1,5538
RP11-247I13.6,
MIR4685,100616482
PRKN,5071
RP11-134O21.1,
UBE2Q2L,
SLX4IP,128710
MIR548X2,100616302
RP11-77G23.2,
CTD-2161E19.1,
IGKV3-7,
IGKV3-7,28915
RP11-392C20.1,
RPS29P26,100271591
RPSAP28,391387
RPSAP28,
ICOS,29851
AL160165.1,
LOC151174,
AC078864.2,
GJD3,125111
RN7SKP96,106479137
MIR4453,100616193
C19orf57,
LINC01135,
USP9YP15,106480713
RP11-329A14.1,
AC027319.2,
RP11-855O10.2,
LINC00943,100507206
LOC101928700,
RP11-226F19.1,
RP11-677O4.4,
PARVG,64098
LRRC14,9684
RP11-236J17.6,
RP3-477M7.5,
RP11-338K17.8,
RP11-108E14.1,
VPS13A-AS1,100286938
RP3-394A18.1,
RN7SL420P,106479377
MRPL38,64978
PGAM2,5224
AP003385.1,
RP11-567M16.5,
DGAT2L6,347516
RP11-122D10.1,
IGJP1,
RP5-1125A11.7,
GRHPR,9380
OR10A3,26496
RNA5SP311,106480358
RP11-622O11.5,
RNA5SP162,
RNA5SP162,100873427
PDIA6,10130
MTHFD2L,441024
PGAP6,58986
PACRG,135138
AC011308.1,
AC005546.2,
GS1-433O24.1,
GS1-600G8.5,
PMS2P7,100101440
PMS2P7,
LINC00208,
LINC00208,83655
MIR4442,100616477
BX649553.2,
LATS2,26524
TBC1D15,64786
IGLV3-31,
IGLV3-31,
IGLV3-31,28788
RP11-681H18.2,
RP11-4G2.1,
GAMTP2,100129452
DUX4,100288687
CRIP1P2,
CRIP1P2,641456
IKBKG,8517
RP1-106C24.1,
MARCKSL1P1,
MARCKSL1P1,100913183
CLRN1,7401
CPLX3,594855
RNU6-488P,106479782
MIR4528,100616232
RP11-502H18.2,
RP11-145G20.1,
NDUFA9P1,266625
AC007618.3,
RN7SL34P,106481824
RP11-20I23.5,
MYO9B,4650
FBXO10,26267
RP11-831F12.2,
RNA5SP218,100873478
RP11-79M21.3,
SNORA21,619505
LYPLA1P2,
LYPLA1P2,391686
TP53TG3HP,
TP53TG3HP,100130700
LINC00358,100874143
GH1,2688
HMGN5,79366
RP11-190I17.2,
LOC100130451,
CTPS1,1503
RP11-856M7.2,
RN7SKP212,106481750
RP11-466A19.3,
RNU6-1091P,106480637
AC119674.2,
SNORA17,
TFB1M,51106
RP1-161C16.1,
AC137723.1,
MIR3152,100422869
CLEC18C,283971
AC092569.2,
CEP83-AS1,
MYL6BP1,
MYL6BP1,100422437
MRPS10P1,359753
SARS2,54938
RP5-971N18.3,
ZNF575,284346
AC064848.1,
MAGEC1,9947
RP11-793I11.1,
TTC4P1,222052
MT1G,4495
MPP6,
MIR3924,100500834
EIF4EP3,
EIF4EP3,100132918
B4GALNT2,124872
OR4A49P,403255
EXO5,64789
RNVU1-4,101954264
CH17-385C13.2,
RP11-12A20.7,
AL121895.1,
RP11-324E6.8,
SLC25A6P1,128790
RPL17P12,100270938
RP11-723J4.3,
CCDC183,84960
KCNMA1,3778
RP11-520B13.8,
GS1-25M2.1,
RNU6-345P,106481288
LINC00652,29075
RPL5P4,643343
RP4-778K6.1,
RP11-758P17.2,
PPFIA2,8499
ASPSCR1,79058
RP11-580J4.1,
ASAP1-IT2,100507117
NAGS,162417
GNL3LP1,80060
AC079140.1,
ZDHHC17,23390
OR2AM1P,81366
TLR5,7100
RP11-631M6.3,
RP11-125D12.1,
COPRS,55352
OR52N1,79473
IGSF6,10261
AC073896.1,
LOC100505718,
MIR4313,100423035
AC016716.1,
RP11-329E24.6,
PCDP1,
SCNN1A,6337
FAM157B,
FAM157B,100132403
RP5-878I13.2,
RPL13AP17,
RPL13AP17,399670
MIR6868,102466753
RP11-533N14.3,
RP4-715N11.2,
RP11-723D22.2,
LOC285000,
AL450327.1,
RP11-552F3.13,
AC073063.1,
LOC646214,646214
FUT8-AS1,
FUT8-AS1,645431
RP11-511P7.4,
AGO1,26523
TMEM55B,
RP5-1063M23.1,
RP11-115D7.3,
SNORD4B,26772
RP11-295P9.12,
HNRNPCP7,100127907
MIR4516,100616258
ESR2,2100
RP11-184B22.2,
RP11-221N13.3,
AC235953.1,
AC104076.3,
RP11-448G15.1,
TTTY6,
TTTY6,84672
IGLV3-2,
IGLV3-2,28808
CYP2B6,1555
RN7SL154P,106479277
RP11-290D2.6,
ZACN,353174
RP11-3M1.1,
RP11-252A24.2,
KLF13,51621
RN7SL748P,106481125
RP11-417J1.3,
AC005926.1,
AL356476.1,
RP11-381N20.1,
RP11-468E2.1,
TEX44,165100
RP11-775H9.1,
LOC100240728,100240728
MET,4233
PICALM,8301
MIR6756,102465453
RP11-655M14.12,
UBE2Q2P8,
UBE2Q2P8,
UBE2Q2P8,100421771
RNU6-630P,106481380
AC005794.1,
TRAPPC12-AS1,
TRAPPC12-AS1,100861515
RP11-797E24.3,
ATF4P4,
ATF4P4,100127952
RNU6-561P,106479815
AC099757.1,
CDK19,23097
ELOVL3,83401
MIR5682,100847043
AC073869.13,
CTA-243E7.1,
RPS23P2,391701
RP11-58A11.2,
RPSAP41,
RPSAP41,100270918
IGKV3D-34,
IGKV3D-34,28871
RP4-718N17.2,
BMAL1,406
RP11-787D18.1,
TTYH3,80727
QARS,
ARIH1,25820
GDF3,9573
ACBD3,64746
RP11-311D14.1,
AC135048.13,
AC092687.4,
RP11-7O11.3,
RN7SL604P,106479442
JAZF1,221895
RP11-650J17.2,
SAA4,6291
RP11-512N21.1,
RP11-440D17.2,
AL031708.1,
AC013461.1,
TTC28-AS1_2,
RN7SL448P,106481843
GPC2,221914
CTD-2008E3.1,
SLAMF9,89886
DPM1,8813
LOC102724555,
RPS6KA3,6197
RP11-432M8.16,
SRPR,
NBPF8P,
ZNF573,126231
RP11-430C7.4,
CTD-2371O3.3,
OLIG3,167826
PDE4C,5143
RP11-125O18.1,
HDHD5-AS1,100130717
AL662899.2,
RP11-466F5.3,
RP11-3B12.5,
MUC12,10071
RP11-218E20.5,
CLDN15,24146
B3GALT5-AS1,114041
CYP3A43,64816
MIEN1,84299
RP11-107N7.1,
SMYD3-IT1,
SMYD3-IT1,106478975
RP11-408N14.1,
AC003005.4,
PSMD8P1,100422411
RP11-110I1.13,
ATG10-IT1,
ATG10-IT1,100874311
LRRC75A-AS1,
RP11-491F9.1,
RP11-574K11.26,
BRE,
AC009227.3,
LINC01597,400841
LINC00701,
LINC00701,399708
RP4-813F11.3,
RP11-46I8.3,
MIR203B,100616173
GREB1,9687
PDCD10,11235
LEP,3952
LA16c-313D11.13,
SNRK-AS1,
SNRK-AS1,100873954
RPSAP50,
RPSAP50,644109
RP1-101D8.1,
BMP8A,353500
SYTL4,94121
AL359195.1,
PA2G4,5036
FKSG56,
UBE2F-SCLY,100533179
TEC,7006
TEC,100124696
RP11-4M23.4,
RP11-521C20.1,
RP11-56B16.6,
CDY6P,
CDY6P,386730
U91328.21,
ERLNC1,101929441
CUL2,8453
PRICKLE2,166336
RP11-77K12.1,
RP11-239E10.2,
CTD-2269F5.1,
BANK1,55024
GPR18,2841
HRAS,3265
DEFA7P,724067
DEFA7P,
NCF4,4689
CACYBPP1,
CACYBPP1,100420043
AC007242.1,
RP11-397A15.4,
ATP5I,
APOE,348
CHIC1,53344
OR13Z2P,
OR13Z2P,403229
RP11-325L12.5,
RP11-330C7.4,
CTD-2269E23.3,
MAD2L1,4085
RP11-46E17.6,
C15orf27,
RORC,6097
SCAANT1,100861563
IGHA1,
IGHA1,3493
FKBP7,51661
SNORD116-27,100033439
ACTN4P1,344978
PEX5L,51555
AC007879.1,
RP11-300M24.1,
AAMP,14
TBL1XR1-AS1,
TBL1XR1-AS1,100874217
MIR4304,100422931
AC007566.10,
APOBEC3AP1,105377532
RP3-395M20.8,
TRPC6,7225
AC022506.1,
FAM90A24P,
FAM66B,100128890
DEPP1,11067
PARD6B,84612
LINC01218,
LINC01218,107986233
RP11-549L6.3,
RP11-20J15.3,
BDNF-AS,497258
MIR576,693161
RNU1-106P,
CD99P1,
CD99P1,401577
CD99P1,
SNORD87,641648
EAPP,55837
DDX49,54555
RP11-178F10.3,
RPL39L,116832
OR14K1,343170
RPEP3,
RPEP3,100420555
LOC649133,
RP11-266I3.5,
AC013444.2,
TMCC3,57458
C17orf61-PLSCR3,
FBXO36,130888
MIR1915HG,399726
AK2,204
RP13-786C16.1,
ACAD11,84129
RP11-104E19.1,
MIR6515,102466659
RP11-325O24.6,
PRIM2,5558
RP11-253E3.1,
ASNA1,
DOPEY2,
RP11-1000B6.7,
LINC02728,101928865
RP4-548D19.3,
IGLC6,3542
RP1-229K20.9,
HOXA2,3199
AC013404.1,
RP11-82O18.2,
AC010931.1,
RP11-314D7.1,
RP11-666F17.2,
KRT34,3885
NBPF11,200030
HFE,3077
LOC101929701,
MTND4P24,100873254
SHC4,399694
RP11-656D10.5,
RP1-90K10.4,
MAGED4B,81557
S1PR5,53637
PCDHB18P,
PCDHB18P,54660
PCDHB18P,
COLEC12,81035
RP11-172E9.2,
AADAT,51166
ZC3HAV1L,92092
RPS26P21,100271105
CTB-139P11.2,
AL355885.1,
RP11-469N6.1,
SLC6A21P,
SLC6A21P,652969
MASTL,84930
CDC37P1,
CDC37P1,390688
OR52E6,390078
AC007386.3,
RP11-311P8.2,
LRRC55,219527
RP11-86A5.1,
GAB1,2549
RNU6-657P,106481389
EXTL1,2134
RNY4P30,100862673
KIAA0930,23313
AP001171.1,
AC007040.6,
AC079467.1,
ZNF331,55422
LINC01549,100505929
H2AFJ,
RCBTB2,1102
AAMDC,28971
GAPDHP46,100240711
RP11-9E17.1,
SNORD32B,692092
MIR301A,407027
TNRC18P3,
TNRC18P3,340221
MIR1908,100302263
RTN3P1,
RTN3P1,152905
RNMTL1P1,
AC003002.6,
AC022098.1,
RP3-388N13.5,
CTSD,1509
HCG4P11,353020
HMGB1P27,
HMGB1P27,100527948
RN7SKP31,106480842
OR13C5,138799
MIR17,406952
POLD2P1,
POLD2P1,391811
AL139011.2,
ZAR1,326340
RP11-876F14.1,
CFAP53,220136
KB-1615E4.3,
CTD-2298J14.1,
AC003080.4,
TRIM60P19,100533672
RNA5SP131,100873400
ZNF546,339327
RP11-116P24.2,
OR52B3P,387747
RP11-535M15.2,
AR,367
NBAS,51594
ACRV1,56
HMGB1P26,
HMGB1P26,645201
SPANXD,64648
RP11-157B13.3,
HSD17B2,3294
IRF9,10379
AL589675.1,
RP11-466A19.6,
TARDBP,23435
LOC101928440,
RP1-53C18.3,
KIAA1671,85379
RP11-574K11.32,
BNIPL,149428
DESI1,27351
RP3-523E19.2,
CTD-2373N4.5,
KLHL9,55958
RP11-136F16.1,
CACNA1E,777
CEP112,201134
RBMY2FP,159162
RBMY2FP,
RPL6P2,343495
RN7SL383P,106479363
CASTOR3P,352954
CASTOR3P,
CTB-178M22.2,
RP11-856M7.4,
AC097374.3,
UBE2R2,54926
RP11-351J23.1,
TBRG1,84897
AC010974.3,
LINC03009,100133091
RP11-716D19.1,
AC106886.5,
RP11-355I22.5,
RP11-406A20.1,
RN7SL424P,106480376
SEPHS1,22929
RNU4-64P,106481872
OR52R1,119695
MIR8052,102466873
EOLA1,91966
RP11-709P2.1,
RP11-47I22.1,
RP11-435O5.5,
RNU7-8P,100147756
RP11-755F10.3,
LOC101927189,101927189
CERCAM,51148
SLC27A2,11001
ZFP36,7538
AP006621.6,
RNase_MRP,
LINC03021,101927815
SYN1,6853
NARS,
TEKT5,146279
PPFIBP1,8496
RP11-7F17.8,
SMTNL2,342527
BDKRB2,624
AC060226.1,
AC116165.1,
AMZ1,155185
LYPLA1,10434
LINC00626,79100
ABCC6P2,730013
ABCC6P2,
ABCC6P2,
LL22NC03-75H12.2,
BPIFB5P,100505383
TCEB1P24,
MC1R,4157
LOC100289333,100289333
RP11-304L19.3,
AL138714.1,
RPL7P19,100270853
AKAP7,9465
RP11-358D14.2,
CDC34,997
RN7SL668P,106479466
AC073842.19,
RP11-320G10.1,
RP11-602N24.3,
MIR6081,102466518
DNAJC9-AS1,414245
MIR514B,100422847
USP9YP33,106478931
RPSAP26,
RPSAP26,729209
RBBP4P4,727842
AF064860.7,
FAM90A18P,
MIR3156-3,100423018
RNU6-1225P,106480650
ZNF518B,85460
RP11-823E8.3,
LRRC8A,56262
EFTUD2,9343
CEP295NL,100653515
RP11-108L7.4,
RP11-533E19.7,
RNU6-528P,106479800
GS1-421I3.2,
YTHDF3-DT,
YTHDF3-DT,101410533
AC090505.6,
RP11-337C18.9,
MTCO3P43,107075190
RP11-982M15.5,
CTD-3064M3.7,
MIR338,442906
RP11-528I4.2,
RP11-7F17.1,
SLC15A5,729025
SYNGR3,9143
AC114877.1,
RP11-804M7.2,
IGHV2-5,28457
IGHV2-5,
ACAP2-IT1,
ACAP2-IT1,100874306
C3orf17,
CTC-429L19.3,
LINC02102,100505625
MAFA,389692
RP11-290D2.5,
RP11-96B5.3,
IMP3P1,646087
CTA-392E5.1,
TTLL10-AS1,100506376
EFR3A,23167
TMEM200C,645369
RNU7-123P,106479071
PGD,5226
NTN5,126147
NEK11,79858
MIR1297,100302187
MIR518D,574489
LINC00311,197196
AL442127.1,
RPL12P7,326275
RP11-211G3.3,
RP11-11P22.1,
NXPE4,54827
IFNG,3458
BX276092.9,
RPL9P29,
RPL9P29,100129357
RP11-160E2.11,
AC099796.2,
AC002064.7,
GDPD5,81544
RP11-120J1.1,
CSPG5,10675
APOBEC3C,27350
RP11-24J19.1,
SERGEF,26297
ERAP2,64167
RP11-23J9.3,
RP11-394O4.6,
RP11-2G1.1,
HECTD1,25831
CTB-96E2.2,
ELOC,6921
BICD2,23299
RP11-65M17.3,
AL136221.3,
CCL21,6366
RP11-474C8.5,
RP4-718D20.3,
AC007240.1,
PPP1R9A,55607
RP11-71J4.2,
NINJ2-AS1,100049716
CTD-2114J12.1,
H2AFZ,
RP11-203P23.2,
KCNJ8,3764
RP4-669B10.3,
CTD-2021A8.3,
AC005753.1,
DPP10,57628
MIR548I1,100302204
EVA1A-AS,101927884
LOC286177,286177
RP11-1182P23.5,
ZNF79,7633
RNU6-1203P,106480092
RP11-873E20.1,
DAZAP1,26528
SELENOM,140606
SURF6,6838
OR51I1,390063
LRRC9,341883
CLUHP4,
CLUHP4,100418711
PRDX2,7001
GSK3B,2932
AP002381.2,
AC010747.2,
RN7SKP61,106479122
CTD-2278B20.1,
RP11-867G23.13,
TROAP,10024
RP11-863P13.1,
HLA-C,3107
RPUSD2,27079
ENPP7P10,100421805
AVL9,23080
DRAM2,128338
ZNF821,55565
AC008878.2,
RP11-102C16.3,
MYO1C,4641
RP11-512N21.3,
PDK2,5164
HTT-AS1_2,
RP11-542M13.2,
RP11-92K15.3,
RN7SL683P,106481109
HTR2B,3357
AC093166.2,
TMEM229B,161145
MIR6816,102465490
MTND5P26,
MTND5P26,100873268
AL356693.1,
SLC12A1,6557
FLJ00273,
RP11-322A17.3,
GUSBP8,
GUSBP8,441066
XRCC6,2547
AC011330.13,
WARS2-IT1,
WARS2-IT1,104472716
CTD-2006H14.2,
DNAH8,1769
RP11-340F16.1,
AKTIP,64400
SNORD11B,100113392
CROCCP1,392547
DNAJB13,374407
RP11-541G9.1,
SNAPC5P1,100750245
MIR711,100313843
PHF5CP,
ZKSCAN2,342357
RP11-517H2.6,
RP11-30H9.1,
HGSNAT,138050
RP11-429J17.4,
RNA5SP186,100873448
PSMD5,5711
RP13-996F3.5,
RP11-31E13.2,
RP11-510M2.7,
RP6-109B7.5,
COX16,51241
ATP5IF1,93974
NIFKP6,100132796
RP11-20G6.1,
AC078988.1,
RNU4-84P,106481873
RP11-434D11.4,
MIR4728,100616132
TRBVB,28555
TRBVB,
RP11-406O23.2,
AC090324.1,
RNU6-697P,106479874
CYCSP49,
CYCSP49,360009
UBE2M,9040
MUL1,79594
Telomerase-vert,
MIR4670,100616351
MIR1296,100302150
RP11-466L17.1,
RNU6-1281P,106480125
RP11-1008M1.1,
RN7SL105P,106480487
RN7SL105P,
AIFM1P1,645120
RP11-1149O23.2,
ZNF582,147948
PHF8,23133
MSANTD2P1,100130310
RNA5SP453,100873698
RP3-442L6.4,
RP11-1080G15.2,
RP11-326K13.2,
SNORD91A,
SNORD91A,692207
TOMM22P5,
TOMM22P5,390007
AP000472.3,
CYP2F2P,
CYP2F2P,171427
ARHGAP30,257106
NPM1P45,
NPM1P45,100422316
RP11-567J20.2,
CTD-2066L21.1,
SMCP,4184
CIP2A,57650
CTD-2651B20.8,
KLF7,8609
RP11-436H11.5,
RP11-76E16.2,
AC092013.1,
RP1-154J13.2,
KCNQ1OT1_1,
AKT1S1,84335
INSC,387755
RNU6-614P,106481375
AL354931.1,
HIRIP3,8479
LOC652276,652276
ACTL6B,51412
CMB9-14B22.1,
AE000662.93,
RP11-152K4.2,
RNA5SP161,
RNA5SP161,106480757
MIR3611,100500890
KRT18P36,442406
RP11-433M22.1,
SLC17A3,10786
CTD-2245F17.3,
RP11-941H19.1,
LINC00323,284835
LINC01489,
LINC01489,101928340
GIP,2695
RP11-113D6.10,
AC006483.5,
TRAJ38,28717
AP000318.2,
RPLP2P1,442175
PPIF,10105
PGLYRP1,8993
SHISA5,51246
CTD-2315A10.2,
LOC284788,284788
PPCDC,60490
RP11-314N13.9,
CREB3L3,84699
TBC1D9B,23061
C5orf67,
C5orf67,101928448
RP11-114J13.1,
LOC100130744,100130744
RP11-51L5.6,
LINC01215,101929623
TWF2-DT,101929054
CCL16,6360
RN7SL784P,106481134
LINC01537,101928555
TMEM132B,114795
EGLN2,112398
GTPBP2,54676
TRAV7,28686
RP11-60L3.1,
ISG20,3669
CACYBPP2,
CACYBPP2,644877
RP11-806H10.4,
C6orf229,
ACTC1,70
RP11-579O24.3,
SEPTIN6,23157
RP5-886K2.1,
NKX6-1,4825
CACYBPP3,106480809
RP11-1J11.1,
MIR4464,100616109
RNF216P1,441191
MIAT_exon5_2,
NDUFB4P5,107075096
RP13-512J5.1,
MIR4776-1,100616267
LOC100506444,100506444
GAPDHP75,
GAPDHP75,100652918
RP6-166C19.16,
RP11-69M1.3,
C12orf56,115749
ACTBP11,
ACTBP11,644220
FGD5P1,100132526
FGD5P1,
SLC29A3,55315
TIMMDC1,51300
ANP32BP3,
ANP32BP3,100652899
DSTN,11034
AL162424.1,
RP11-71N10.1,
ALDH16A1,126133
PHEX,5251
SNX14,57231
S100A5,6276
RP11-42I10.3,
NUPL1,
PADI6,353238
PLK2,10769
LINC02601,
LINC02601,105373185
LA16c-60D12.2,
RNA5SP500,100873551
RNA5SP261,100873515
RNA5SP492,100873734
SCARNA8,677776
RP11-184M15.2,
SETSIP,646817
RP6-166C19.18,
CPA5,93979
TFPT,29844
TULP3,7289
ZNG1A,55871
RP11-613E4.4,
OXCT1-AS1,100874002
HMGN2P16,
HMGN2P16,728234
ABHD10,55347
AP001625.4,
ZNF969P,100130995
RP11-387M24.5,
RP11-1109M24.7,
CALM2P4,643193
CHFR,55743
RP11-351E7.1,
THBS2-AS1,
THBS2-AS1,101929523
MYO5A,4644
ADAM20P2,
ADAM20P2,100533671
RP11-572C21.2,
RP11-415J8.5,
MIR5583-2,100846997
ARL2BPP1,
ARL2BPP1,399666
LOC101928795,
RTL8B,441518
SIGLEC17P,284367
SIGLEC17P,
AC011306.1,
NFYA,4800
AC006042.7,
AL122127.25,
KHDC3L,154288
GPR146,115330
RP1-37J18.2,
LOC100335030,100335030
RP13-235E23.1,
RP11-467I20.5,
RP11-866E20.3,
CTA-444M12.3,
KDM2B,84678
WWTR1-IT1,
WWTR1-IT1,106478977
RP11-380N8.7,
DPP3P2,138971
KIAA0196-AS1,
RNA5SP454,100873699
RAC1P1,
RAC1P1,387612
PCDH1,5097
LIPE,3991
TRANK1,9881
CTC-276P9.2,
RNY4P13,
RNY4P13,100379296
DPF3,8110
AC244258.1,
RP11-531A21.2,
LINC01515,
LINC01515,101928913
NDUFB6,4712
PRPF38AP2,100131947
AC140061.12,
RP11-428G5.7,
SNX5P1,100131940
AC004054.1,
RP11-864J10.4,
NPPA-AS1,100379251
IGHD6-19,28486
IGHD6-19,
TBC1D3P6,
TBC1D3P6,101928566
RP11-264F23.1,
RP11-44F21.5,
RPL31P49,100129882
CLEC4F,165530
RNA5SP403,106479012
CTD-2537I9.13,
XCL2,6846
RP11-723G8.1,
SLC9A7P1,121456
SLC9A7P1,
PLAAT4,5920
RNU12-2P,26823
MLYCD,23417
RP11-255B23.1,
FBXL3,26224
GPR75,10936
CPSF1P1,129099
TTC28-AS1,284900
AC019181.2,
RP11-274A11.3,
AC005355.3,
SCGB1D4,404552
RP5-944M2.2,
RGS10,6001
RP11-317P15.4,
GPR64,
AC112721.1,
CELSR1,9620
MIR642A,693227
SHOC1,158401
MKL2,
GLB1,2720
ADORA2BP1,
ADORA2BP1,137
CYP2AB1P,647265
RP11-218F4.2,
CTA-351J1.1,
AC097533.1,
LL21NC02-21A1.1,
BNIP3P1,319138
BNIP3P1,
AC137932.4,
CASQ1,844
LA16c-366D1.3,
RP11-543E8.1,
ADIRF,10974
AOC1,26
RP11-324D17.1,
RNU6-664P,106479861
RPL12P35,
RPL12P35,400389
XX-2136C77.4,
FGF7P2,
FGF7P2,394217
ZMYND8,23613
IGKV3-15,
IGKV3-15,28913
RP11-347C12.12,
ND6,4541
CABYRP1,266954
MMP23B,8510
AL391559.1,
AC068831.11,
APOL5,80831
RP11-290F24.6,
SERTM2,401613
FKBP6P2,541473
FKBP6P2,
TRBV14,
TRBV14,28573
NDUFA5P2,
NDUFA5P2,102724035
AC097639.8,
SNORD113-4,767564
AC073551.1,
KIAA2018,
MRPS21P6,
MRPS21P6,359770
GABARAPL2,11345
RP11-150D20.5,
ATOX1,475
FBXO44,93611
